33685;H0;1111;20;20;0;0.000000;0.000000;-0.162301;0;0.162301;0;-0.045318;0;0.349558;0;1.077702;0;0.188362;0;-0.045318;0;0.162301;0;0.782459;0;0.001970;0;0.018518;0;0.026115;0;0.034079;0;0.006236;0;-0.164368;0
33685;H1;1111;20;20;0;0.000000;0.000000;2.353358;0;-2.353358;0;-1.980058;0;5.175978;0;11.212657;0;5.799769;0;2.353358;0;2.353358;0;0.010630;0;4.182879;0;4.922085;0;5.723251;0;1.342599;0;1.237231;0;2.383338;0
33685;H0;1111;30;30;0;0.000000;0.000000;-0.088707;0;0.088707;0;0.560746;0;0.791402;0;1.116146;0;1.027935;0;-0.088707;0;0.560746;0;0.598118;0;0.308298;0;0.103621;0;0.007839;0;0.907942;0;0.938134;0;-0.089455;0
33685;H1;1111;30;30;0;0.000000;0.000000;1.212323;0;-1.212323;0;-1.093986;0;1.325781;0;1.878258;0;1.470776;0;1.212323;0;1.212323;0;0.221498;0;1.174346;0;1.307338;0;1.469727;0;0.368118;0;0.334891;0;1.222554;0
33685;H0;1111;50;50;0;0.000000;0.000000;2.095721;0;-2.095721;0;-1.768390;0;5.509651;0;11.052404;0;4.449940;0;-1.768390;0;2.095721;0;0.011446;0;3.292887;0;4.688972;0;4.436252;0;1.209286;0;1.611309;0;2.106279;0
33685;H1;1111;50;50;0;0.000000;0.000000;0.882409;0;-0.882409;0;-0.808700;0;0.891511;0;1.721862;0;0.780728;0;0.882409;0;0.882409;0;0.375157;0;0.644388;0;0.820423;0;0.776797;0;0.204906;0;0.291317;0;0.886854;0
33685;H0;1111;75;75;0;0.000000;0.000000;-1.163326;0;1.163326;0;0.428508;0;2.770519;0;2.556725;0;2.824742;0;-1.163326;0;1.163326;0;0.243565;0;0.181319;0;0.809116;0;1.354237;0;0.206184;0;0.150773;0;-1.159416;0
33685;H1;1111;75;75;0;0.000000;0.000000;2.302221;0;-2.302221;0;-1.723059;0;5.409704;0;6.222268;0;5.695369;0;-1.723059;0;2.302221;0;0.021763;0;2.975810;0;4.585619;0;5.344335;0;0.518698;0;0.529362;0;2.294482;0
33685;H0;1111;100;100;0;0.000000;0.000000;0.388499;0;-0.388499;0;-0.336562;0;0.286513;0;2.296354;0;0.150737;0;-0.336562;0;0.388499;0;0.513220;0;0.112356;0;0.192422;0;0.150692;0;0.025304;0;0.054824;0;0.389474;0
33685;H1;1111;100;100;0;0.000000;0.000000;1.055544;0;-1.055544;0;-0.497096;0;1.661197;0;2.567177;0;1.875882;0;1.055544;0;1.055544;0;0.289968;0;0.245415;0;0.727733;0;1.113533;0;0.049983;0;0.063947;0;1.058193;0
33685;H0;1111;150;150;0;0.000000;0.000000;-0.308819;0;0.308819;0;0.420995;0;0.222098;0;3.207875;0;0.189643;0;0.420995;0;0.420995;0;0.360672;0;0.176198;0;0.205568;0;0.095270;0;0.204752;0;0.277479;0;-0.309335;0
33685;H1;1111;150;150;0;0.000000;0.000000;2.234945;0;-2.234945;0;-1.023516;0;7.936996;0;7.024315;0;8.595756;0;2.234945;0;2.234945;0;0.013597;0;1.047484;0;3.197070;0;5.016096;0;0.175937;0;0.130406;0;2.238679;0
33685;H0;1111;200;200;0;0.000000;0.000000;-1.100210;0;1.100210;0;1.058787;0;1.974851;0;10.488283;0;1.255061;0;1.058787;0;1.100210;0;0.014841;0;1.131424;0;1.625181;0;1.210781;0;0.524928;0;0.662191;0;-1.101588;0
33685;H1;1111;200;200;0;0.000000;0.000000;1.870876;0;-1.870876;0;-1.970990;0;4.040903;0;13.723334;0;4.031681;0;1.870876;0;1.970990;0;0.003307;0;3.966290;0;3.324794;0;3.505579;0;2.498534;0;2.361510;0;1.873219;0
33685;H0;1111;300;300;0;0.000000;0.000000;-0.704163;0;0.704163;0;0.606355;0;0.426373;0;1.653759;0;0.495941;0;-0.704163;0;0.704163;0;0.480965;0;0.365964;0;0.456727;0;0.495777;0;0.126138;0;0.104426;0;-0.704751;0
33685;H1;1111;300;300;0;0.000000;0.000000;2.581618;0;-2.581618;0;-1.331559;0;7.991393;0;12.320816;0;10.103121;0;2.581618;0;2.581618;0;0.006361;0;1.776007;0;4.365034;0;6.686617;0;0.044686;0;0.059272;0;2.583772;0
33685;H0;1111;500;500;0;0.000000;0.000000;-2.377242;0;2.377242;0;2.482168;0;6.338622;0;6.588607;0;6.391902;0;-2.377242;0;2.482168;0;0.017386;0;6.210702;0;5.993027;0;5.658230;0;3.743775;0;3.894804;0;-2.378432;0
33685;H1;1111;500;500;0;0.000000;0.000000;2.385782;0;-2.385782;0;-1.152256;0;7.358343;0;7.069690;0;9.102918;0;2.385782;0;2.385782;0;0.010552;0;1.324058;0;3.565959;0;5.700827;0;0.127606;0;0.116076;0;2.386976;0
33685;H0;1111;1000;1000;0;0.000000;0.000000;-1.061629;0;1.061629;0;1.243483;0;1.735213;0;5.698631;0;1.548349;0;1.243483;0;1.243483;0;0.127229;0;1.547148;0;1.667896;0;1.127158;0;1.200852;0;1.279835;0;-1.061895;0
33685;H1;1111;1000;1000;0;0.000000;0.000000;4.004361;0;-4.004361;0;-3.035316;0;13.520757;0;16.230464;0;16.846936;0;4.004361;0;4.004361;0;0.000062;0;9.252763;0;12.666293;0;16.069973;0;1.724398;0;1.705634;0;4.005362;0
33685;H0;1111;20;20;10;5.000000;10.000000;-1.723376;0;1.754569;0;1.004355;0;4.255733;0;4.339131;0;4.547343;0;-1.723376;0;1.754569;0;0.076832;0;0.999306;0;2.218529;0;3.149558;0;0.063391;0;0.027719;0;-1.769370;0
33685;H1;1111;20;20;10;10.000000;10.000000;0.888100;0;-0.925141;0;-0.585349;0;0.982833;0;1.128854;0;1.048889;0;0.888100;0;0.925141;0;0.341630;0;0.330024;0;0.623156;0;0.853363;0;0.000875;0;0.000220;0;0.950949;0
33685;H0;1111;30;30;10;3.333333;10.000000;1.576695;0;-1.571229;0;-1.566827;0;2.618630;0;2.732232;0;2.606551;0;-1.566827;0;1.571229;0;0.111894;0;2.435178;0;2.657103;0;2.481431;0;1.167142;0;1.214383;0;1.589737;0
33685;H1;1111;30;30;10;10.000000;6.666667;1.241754;0;-1.240895;0;-0.750681;0;2.044773;0;3.771002;0;2.401780;0;1.241754;0;1.240895;0;0.211790;0;0.563017;0;1.031826;0;1.545439;0;0.003286;0;0.005494;0;1.248658;0
33685;H0;1111;50;50;10;16.000000;8.000000;-0.534650;0;0.573337;0;0.271009;0;0.569302;0;0.599646;0;0.535880;0;0.271009;0;0.573337;0;0.561014;0;0.072658;0;0.229093;0;0.328134;0;0.005961;0;0.004553;0;-0.581336;0
33685;H1;1111;50;50;10;6.000000;10.000000;-0.381477;0;0.400806;0;0.094962;0;0.532429;0;0.619262;0;0.458173;0;-0.381477;0;0.400806;0;0.687598;0;0.008905;0;0.095483;0;0.160321;0;0.047308;0;0.041202;0;-0.402117;0
33685;H0;1111;75;75;10;16.000000;8.000000;-1.358130;0;1.314052;0;1.761564;0;3.856217;0;6.609286;0;3.549500;0;1.761564;0;1.761564;0;0.085451;0;3.157712;0;2.131183;0;1.728454;0;3.632173;0;3.448054;0;-1.320919;0
